Species,,GrowthType,SpawningType,Temp,BodyWEight,g,Source
Calanus,agulhensis,C,B,19,3.6,0.26,17
Calanus,agulhensis,C,B,19,3.6,0.4,17
Calanus,agulhensis,C,B,19,8.8,0.18,17
Calanus,agulhensis,C,B,19,8.8,0.23,17
Calanus,agulhensis,C,B,19,18.4,0.26,17
Calanus,agulhensis,C,B,19,18.4,0.23,17
Calanus,agulhensis,C,B,19,38.8,0.24,17
Calanus,agulhensis,C,B,19,38.8,0.12,17
Calanus,agulhensis,N,B,19,0.8,0.54,17
Calanus,agulhensis,N,B,19,0.8,0.56,17
Calanus,agulhensis,C,B,19,1.6,0.5,17
Calanus,agulhensis,C,B,19,1.6,0.47,17
Calanus,agulhensis,C,B,19,3.6,0.46,17
Calanus,agulhensis,C,B,19,3.6,0.45,17
Calanus,agulhensis,C,B,19,8.8,0.21,17
Calanus,agulhensis,C,B,19,8.8,0.27,17
Calanus,agulhensis,C,B,19,18.4,0.21,17
Calanus,agulhensis,C,B,19,18.4,0.13,17
Calanus,agulhensis,C,B,19,38.8,0.1,17
Calanus,agulhensis,C,B,19,38.8,0.15,17
Calanus,agulhensis,A,B,11,81,0.15,43
Calanus,agulhensis,A,B,14,81,0.027,43
,,,,,,,
Calanus,chilensis,A,B,14,56.1,0.111,55
Calanus,chilensis,A,B,14,56.1,0,55
Calanus,chilensis,A,B,14,56.1,0,55
Calanus,chilensis,A,B,14,56.1,0.047,55
Calanus,chilensis,A,B,14,56.1,0.006,55
Calanus,chilensis,A,B,14,56.1,0.076,55
Calanus,chilensis,A,B,14,56.1,0.006,55
Calanus,chilensis,A,B,14,56.1,0.147,55
Calanus,chilensis,A,B,14,56.1,0.117,55
Calanus,chilensis,A,B,14,56.1,0.07,55
Calanus,chilensis,A,B,14,56.1,0.07,55
Calanus,chilensis,A,B,14,56.1,0.026,55
Calanus,chilensis,A,B,14,56.1,0,55
Calanus,chilensis,A,B,14,56.1,0,55
Calanus,chilensis,A,B,14,56.1,0.003,55
Calanus,chilensis,A,B,14,56.1,0.026,55
Calanus,chilensis,A,B,14,56.1,0.117,55
Calanus,chilensis,A,B,14,56.1,0.021,55
Calanus,chilensis,A,B,14,56.1,0,55
Calanus,chilensis,A,B,14,56.1,0.003,55
Calanus,chilensis,A,B,14,56.1,0.018,55
Calanus,chilensis,A,B,14,56.1,0.035,55
,,,,,,,
Calanus,finmarchicus,C,B,7.6,1.1,0.27,62
Calanus,finmarchicus,C,B,7.6,1.1,0.1,62
Calanus,finmarchicus,C,B,7.6,1.1,0.09,62
Calanus,finmarchicus,C,B,7.6,22.8,0.04,62
Calanus,finmarchicus,C,B,7.6,22.8,0.07,62
Calanus,finmarchicus,C,B,7.6,22.8,0.05,62
Calanus,finmarchicus,C,B,7.6,22.8,0.05,62
Calanus,finmarchicus,C,B,7.6,72.1,0.08,62
Calanus,finmarchicus,C,B,7.6,72.1,0.015,62
Calanus,finmarchicus,C,B,7.6,72.1,0.025,62
Calanus,finmarchicus,C,B,7.6,51.1,0.005,62
Calanus,finmarchicus,C,B,7.6,51.1,0.003,62
Calanus,finmarchicus,C,B,7.6,51.1,0.01,62
Calanus,finmarchicus,A,B,3,95,0.026,7
Calanus,finmarchicus,A,B,16.5,50,0.17,8
Calanus,finmarchicus,A,B,16.5,50,0.13,8
Calanus,finmarchicus,A,B,16.5,50,0.05,8
Calanus,finmarchicus,A,B,16.5,50,0.13,8
Calanus,finmarchicus,A,B,16.5,50,0.09,8
Calanus,finmarchicus,A,B,16.5,50,0.11,8
Calanus,finmarchicus,A,B,0,160,0.04,18
Calanus,finmarchicus,A,B,0,160,0.036,18
Calanus,finmarchicus,A,B,0,160,0.044,18
Calanus,finmarchicus,A,B,160,0.015,18,
Calanus,finmarchicus,A,B,1.5,160,0.009,18
Calanus,finmarchicus,A,B,1.5,160,0.048,18
Calanus,finmarchicus,A,B,1.5,160,0.03,18
Calanus,finmarchicus,A,B,2,160,0.035,18
Calanus,finmarchicus,A,B,7.5,119.5,0.063,14
Calanus,finmarchicus,A,B,9,119.5,0.033,14
Calanus,finmarchicus,A,B,18,119.5,0.064,4
Calanus,finmarchicus,A,B,17,119.5,0.047,4
Calanus,finmarchicus,A,B,17,119.5,0.057,4
Calanus,finmarchicus,A,B,17,119.5,0.07,4
Calanus,finmarchicus,A,B,15,119.5,0.044,4
Calanus,finmarchicus,A,B,15,119.5,0.017,4
Calanus,finmarchicus,A,B,12,119.5,0.005,25
Calanus,finmarchicus,A,B,12,119.5,0,25
Calanus,finmarchicus,A,B,12,119.5,0.059,25
Calanus,finmarchicus,A,B,12,119.5,0.001,25
Calanus,finmarchicus,A,B,7,119.5,0,25
Calanus,finmarchicus,A,B,7,119.5,0.032,25
Calanus,finmarchicus,A,B,7,119.5,0.032,25
Calanus,finmarchicus,A,B,12,119.5,0.062,25
Calanus,finmarchicus,A,B,12,119.5,0.121,25
Calanus,finmarchicus,A,B,12,119.5,0.05,25
Calanus,finmarchicus,A,B,7,83.6,0.077,36
Calanus,finmarchicus,A,B,7,83.6,0.129,36
Calanus,finmarchicus,A,B,7,83.6,0.11,36
Calanus,finmarchicus,A,B,7,83.6,0.062,36
Calanus,finmarchicus,A,B,7,83.6,0.11,36
Calanus,finmarchicus,A,B,7,83.6,0.1,36
Calanus,finmarchicus,A,B,7,83.6,0.11,36
Calanus,finmarchicus,A,B,7,83.6,0.11,36
Calanus,finmarchicus,A,B,7,84.9,0.009,36
Calanus,finmarchicus,A,B,7,84.9,0,36
Calanus,finmarchicus,A,B,7,84.9,0.014,36
Calanus,finmarchicus,A,B,7,84.9,0.005,36
Calanus,finmarchicus,A,B,7,84.9,0.009,36
Calanus,finmarchicus,A,B,7,75.9,0.232,36
Calanus,finmarchicus,A,B,7,75.9,0.2,36
Calanus,finmarchicus,A,B,7,75.9,0.163,36
Calanus,finmarchicus,A,B,7,75.9,0.148,36
Calanus,finmarchicus,A,B,7,75.9,0.111,36
Calanus,finmarchicus,A,B,7,75.9,0.153,36
Calanus,finmarchicus,A,B,7,75.9,0.126,36
Calanus,finmarchicus,A,B,3,164.29,0.045,38
Calanus,finmarchicus,A,B,3,164.29,0.031,38
Calanus,finmarchicus,A,B,3,164.29,0.013,38
Calanus,finmarchicus,A,B,3,164.29,0.028,38
Calanus,finmarchicus,A,B,3,164.29,0.018,38
Calanus,finmarchicus,A,B,3,164.29,0.007,38
Calanus,finmarchicus,A,B,3,164.29,0.007,38
Calanus,finmarchicus,A,B,3,164.29,0.04,38
Calanus,finmarchicus,A,B,3,164.29,0.025,38
Calanus,finmarchicus,A,B,3,164.29,0.019,38
Calanus,finmarchicus,A,B,3,164.29,0.043,38
Calanus,finmarchicus,A,B,3,164.29,0.024,38
Calanus,finmarchicus,A,B,3,164.29,0.021,38
Calanus,finmarchicus,A,B,3,164.29,0.024,38
Calanus,finmarchicus,A,B,3,164.29,0.009,38
Calanus,finmarchicus,A,B,3,164.29,0.021,38
Calanus,finmarchicus,A,B,3,164.29,0.055,38
Calanus,finmarchicus,A,B,3,164.29,0.034,38
Calanus,finmarchicus,A,B,3,164.29,0.031,38
Calanus,finmarchicus,A,B,3,164.29,0.025,38
Calanus,finmarchicus,A,B,3,164.29,0.018,38
Calanus,finmarchicus,A,B,3,164.29,0.03,38
Calanus,finmarchicus,A,B,3,164.29,0.03,38
Calanus,finmarchicus,A,B,3,164.29,0.03,38
Calanus,finmarchicus,A,B,3,164.29,0.022,38
Calanus,finmarchicus,A,B,-0.75,191,0,41
Calanus,finmarchicus,A,B,-0.75,191,0.001,41
Calanus,finmarchicus,A,B,-0.75,191,0.005,41
Calanus,finmarchicus,A,B,-0.75,191,0.005,41
Calanus,finmarchicus,A,B,-0.75,191,0.006,41
Calanus,finmarchicus,A,B,-0.75,191,0.002,41
Calanus,finmarchicus,A,B,-0.75,191,0.018,41
Calanus,finmarchicus,A,B,-0.75,191,0.015,41
Calanus,finmarchicus,A,B,-0.75,191,0.02,41
Calanus,finmarchicus,A,B,-0.75,191,0.007,41
Calanus,finmarchicus,A,B,-0.75,191,0.011,41
Calanus,finmarchicus,A,B,-0.75,191,0.005,41
Calanus,finmarchicus,A,B,-0.75,191,0.001,41
Calanus,finmarchicus,A,B,-0.75,191,0.002,41
Calanus,finmarchicus,A,B,-0.75,191,0.005,41
Calanus,finmarchicus,A,B,-0.75,191,0,41
Calanus,finmarchicus,A,B,-0.75,191,0,41
Calanus,finmarchicus,A,B,-0.75,191,0,41
Calanus,finmarchicus,A,B,-0.75,191,0,41
Calanus,finmarchicus,A,B,-0.75,191,0,41
Calanus,finmarchicus,A,B,-0.75,191,0,41
Calanus,finmarchicus,A,B,-0.75,191,0,41
Calanus,finmarchicus,A,B,-0.75,191,0,41
,,,,,,,
Calanus,glacialis,A,B,-0.75,291,0.049,41
Calanus,glacialis,A,B,-0.75,291,0.021,41
Calanus,glacialis,A,B,-0.75,291,0.055,41
Calanus,glacialis,A,B,-0.75,291,0.009,41
Calanus,glacialis,A,B,-0.75,291,0.001,41
Calanus,glacialis,A,B,-0.75,291,0.001,41
Calanus,glacialis,A,B,-0.75,291,0.003,41
Calanus,glacialis,A,B,-0.75,291,0,41
Calanus,glacialis,A,B,-0.75,291,0.0024,41
Calanus,glacialis,A,B,-0.75,291,0.0029,41
Calanus,glacialis,A,B,0.5,301,0.052,19
Calanus,glacialis,A,B,0.5,301,0.022,19
Calanus,glacialis,A,B,0.5,301,0.049,19
Calanus,glacialis,A,B,0.5,301,0.01,19
Calanus,glacialis,A,B,0.5,301,0.008,19
Calanus,glacialis,A,B,0.5,301,0.023,19
Calanus,glacialis,A,B,0.5,301,0.021,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,0.5,301,0.01,19
Calanus,glacialis,A,B,0.5,301,0.019,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,0.5,301,0.004,19
Calanus,glacialis,A,B,2.3,313.8,0.008,20
Calanus,glacialis,A,B,2.3,313.8,0.025,20
Calanus,glacialis,A,B,2.3,313.8,0.027,20
Calanus,glacialis,A,B,2.3,313.8,0.028,20
Calanus,glacialis,A,B,2.3,313.8,0.031,20
Calanus,glacialis,A,B,2.3,313.8,0.045,20
Calanus,glacialis,A,B,0,490,0.035,18
Calanus,glacialis,A,B,0,490,0.031,18
Calanus,glacialis,A,B,0,490,0.027,18
Calanus,glacialis,A,B,1,490,0.008,18
Calanus,glacialis,A,B,1.5,490,0.011,18
Calanus,glacialis,A,B,1.5,490,0.02,18
Calanus,glacialis,A,B,1.5,490,0.014,18
Calanus,glacialis,A,B,2,490,0.013,18
Calanus,glacialis,A,B,0.5,258,0.0014,39
Calanus,glacialis,A,B,0.5,258,0.0003,39
Calanus,glacialis,A,B,0.5,258,0.0005,39
Calanus,glacialis,A,B,0.5,258,0.0005,39
Calanus,glacialis,A,B,0.5,258,0.0007,39
Calanus,glacialis,A,B,0.5,258,0.0003,39
Calanus,glacialis,A,B,0.5,258,0.0005,39
Calanus,glacialis,A,B,0.5,258,0.0005,39
Calanus,glacialis,A,B,0.5,258,0.0014,39
Calanus,glacialis,A,B,0.5,258,0.0014,39
Calanus,glacialis,A,B,-0.5,258,0.0007,39
Calanus,glacialis,A,B,-0.5,258,0.0051,39
Calanus,glacialis,A,B,-0.5,258,0.0039,39
Calanus,glacialis,A,B,-0.5,258,0.0048,39
Calanus,glacialis,A,B,-0.5,258,0.0051,39
Calanus,glacialis,A,B,-0.5,258,0.0019,39
Calanus,glacialis,A,B,-0.5,258,0.0068,39
Calanus,glacialis,A,B,-0.5,258,0.0019,39
Calanus,glacialis,A,B,-0.5,258,0.0072,39
Calanus,glacialis,A,B,-0.5,258,0.0324,39
Calanus,glacialis,A,B,-0.5,258,0.0225,39
Calanus,glacialis,A,B,-0.5,258,0.0102,39
Calanus,glacialis,A,B,-0.5,258,0.0205,39
,,,,,,,
Calanus,helgolandicus,A,B,7.5,71.1,0.04,14
,,,,,,,
Calanus,helgolandicus,A,B,11.5,75.4,0.006,57
Calanus,helgolandicus,A,B,11.5,75.4,0.002,57
Calanus,helgolandicus,A,B,11.5,75.4,0.031,57
Calanus,helgolandicus,A,B,11.5,75.4,0.004,57
Calanus,helgolandicus,A,B,11.5,75.4,0.034,57
Calanus,helgolandicus,A,B,11.5,75.4,0,57
Calanus,helgolandicus,A,B,11.5,75.4,0.048,57
Calanus,helgolandicus,A,B,11.5,75.4,0.053,57
Calanus,helgolandicus,A,B,11.5,75.4,0.064,57
Calanus,helgolandicus,A,B,11.5,75.4,0.132,57
Calanus,helgolandicus,A,B,8.5,75.4,0,57
Calanus,helgolandicus,A,B,8.5,75.4,0,57
Calanus,helgolandicus,A,B,8.5,75.4,0.001,57
Calanus,helgolandicus,A,B,8.5,75.4,0,57
Calanus,helgolandicus,A,B,8.5,75.4,0.003,57
Calanus,helgolandicus,A,B,8.5,75.4,0,57
Calanus,helgolandicus,A,B,8.5,75.4,0.004,57
Calanus,helgolandicus,A,B,8.5,75.4,0,57
Calanus,helgolandicus,A,B,8.5,75.4,0.028,57
Calanus,helgolandicus,A,B,8.5,75.4,0,57
Calanus,helgolandicus,A,B,7.5,75.4,0.001,57
Calanus,helgolandicus,A,B,7.5,75.4,0.012,57
Calanus,helgolandicus,A,B,7.5,75.4,0,57
Calanus,helgolandicus,A,B,7.5,75.4,0.004,57
Calanus,helgolandicus,A,B,7.5,75.4,0.062,57
Calanus,helgolandicus,A,B,7.5,75.4,0.008,57
Calanus,helgolandicus,A,B,7.5,75.4,0.073,57
Calanus,helgolandicus,A,B,7.5,75.4,0.034,57
Calanus,helgolandicus,A,B,7.5,75.4,0.004,57
Calanus,helgolandicus,A,B,7.5,75.4,0.04,57
Calanus,helgolandicus,A,B,6.5,75.4,0.028,57
Calanus,helgolandicus,A,B,6.5,75.4,0.02,57
Calanus,helgolandicus,A,B,6.5,75.4,0.029,57
Calanus,helgolandicus,A,B,6.5,75.4,0.011,57
Calanus,helgo/andicus,A,B,6.5,75.4,0.006,57
Calanus,helgolandicus,A,B,6.5,75.4,0.046,57
Calanus,helgo/andicus,A,B,6.5,75.4,0.051,57
Calanus,helgolandicus,A,B,6.5,75.4,0.075,57
,,,,,,,
Calanus,hyperboreus,A,B,-2.3,1135.8,0.002,20
Calanus,hyperboreus,A,B,-2.3,1135.8,0.006,20
Calanus,hyperboreus,A,B,-2.3,1135.8,0.016,20
Calanus,hyperboreus,A,B,-2.3,1135.8,0.016,20
Calanus,hyperboreus,A,B,0,3620,0.00034,18
Calanus,hyperboreus,A,B,0,3620,0.0002,18
Calanus,hyperboreus,A,B,0,3620,0.00006,18
Calanus,hyperboreus,A,B,1,3620,0.00013,18
Calanus,hyperboreus,A,B,1.5,3620,0.00016,18
Calanus,hyperboreus,A,B,1.5,3620,0.00053,18
Calanus,hyperboreus,A,B,1.5,3620,0.0001,18
Calanus,hyperboreus,A,B,2,3620,0.00003,18
,,,,,,,
Calanus,marshallae,A,B,10,94.73,0.049,67
Calanus,marshallae,A,B,10,94.73,0.049,67
Calanus,marshallae,A,B,10,60.05,0.059,67
Calanus,marshallae,A,B,10,104.11,0.034,67
Calanus,marshallae,A,B,10,94.73,0.078,67
Calanus,marshallae,A,B,10,90.28,0.132,67
Calanus,marshallae,A,B,10,104.11,0.059,67
Calanus,marshallae,A,B,10,109.05,0.18,67
Calanus,marshallae,A,B,10,70.32,0.105,67
Calanus,marshallae,A,B,10,119.46,0.062,67
Calanus,marshallae,A,B,10,155.16,0.004,67
Calanus,marshallae,A,B,10,114.17,0.124,67
Calanus,marshallae,A,B,10,119.46,0.084,67
Calanus,marshallae,A,B,10,119.46,0.09,67
Calanus,marshallae,A,B,10,90.28,0.119,67
Calanus,marshallae,A,B,10,114.17,0.148,67
Calanus,marshallae,A,B,10,119.46,0.152,67
Calanus,marshallae,A,B,10,124.94,0.146,67
Calanus,marshallae,A,B,10,J09.05,0.167,67
Calanus,marshallae,A,B,10,119.46,0.111,67
Calanus,marshallae,A,B,10,114.17,0.117,67
Calanus,marshallae,A,B,10,99.34,0.007,67
Calanus,marshallae,A,B,10,124.94,0.095,67
Calanus,marshallae,A,B,10,168.65,0.071,67
Calanus,marshallae,A,B,10,94.73,0.1,67
Calanus,marshallae,A,B,10,119.46,0.079,67
Calanus,marshallae,A,B,10,104.11,0.064,67
Calanus,marshallae,A,B,10,104.11,0.064,67
Calanus,marshallae,A,B,10,183,0.098,67
Calanus,marshallae,A,B,10,114.17,0.158,67
Calanus,marshallae,A,B,10,119.46,0.08,67
Calanus,marshallae,A,B,10,161.8,0.031,67
Calanus,marshallae,A,B,10,136.44,0.036,67
Calanus,marshallae,A,B,10,104.11,0.047,67
Calanus,marshallae,A,B,10,109.05,0.02,67
Calanus,marshallae,A,B,10,142.48,0.015,67
Calanus,marshallae,A,B,10,124.94,0.018,67
Calanus,marshallae,A,B,10,99.34,0.143,67
Calanus,marshallae,A,B,10,85.99,0.165,67
Calanus,marshallae,A,B,10,104.11,0.092,67
Calanus,marshallae,A,B,10,148.72,0.065,67
Calanus,marshallae,A,B,10,155.16,0.062,67
Calanus,marshallae,A,B,10,104.11,0,67
Calanus,marshallae,A,B,10,104.11,0.186,67
Calanus,marshallae,A,B,10,155.16,0.14,67
Calanus,marshallae,A,B,10,114.17,0.003,67
Calanus,marshallae,A,B,10,104.11,0.013,67
Calanus,marshallae,A,B,10,94.73,0.198,67
Calanus,marshallae,A,B,10,99.34,0.003,67
Calanus,marshallae,A,B,10,136.44,0,67
Calanus,marshallae,A,B,10,109.05,0.135,67
Calanus,marshallae,A,B,10,85.99,0,67
Calanus,marshallae,A,B,10,104.11,0.123,67
Calanus,marshallae,A,B,10,85.99,0.186,67
Calanus,marshallae,A,B,10,148.72,0.107,67
Calanus,marshallae,A,B,10,104.11,0.059,67
Calanus,marshallae,A,B,10,90.28,0.068,67
Calanus,marshallae,A,B,10,104.11,0.126,67
Calanus,marshallae,A,B,10,90.28,0.122,67
Calanus,marshallae,A,B,10,104.11,0.183,67
Calanus,marshallae,A,B,10,104.11,0.183,67
Calanus,marshallae,A,B,10,104.11,0,67
Calanus,marshallae,A,B,10,99.34,0,67
Calanus,marshallae,A,B,12,104.11,0,67
,,,,,,,
Calanus,pacijicus,A,B,10,79.85,0.099,67
Calanus,pacificus,A,B,10,79.85,0.154,67
Calanus,pacijicus,A,B,10,70.24,0.132,67
Calanus,pacijicus,A,B,10,73.36,0.084,67
Calanus,pacificus,A,B,10,64.24,0.096,67
Calanus,pacificus,A,B,10,79.85,0.248,67
Calanus,pacif7cus,A,B,10,83.22,0.238,67
Calanus,pacificus,A,B,10,93.83,0,67
Calanus,pacificus,A,B,10,93.83,0.114,67
Calanus,pacificus,A,B,10,105.22,0.111,67
Calanus,pacifirns,A,B,14,79.85,0,67
Calanus,pacificus,A,B,14,93.83,0.228,67
Calanus,pacificus,A,B,14,79.85,0.067,67
Calanus,pacificus,A,B,14,79.85,0.132,67
Calanus,pacificus,A,B,14,86.67,0.121,67
Calanus,pacificus,A,B,14,61.36,0.172,67
Calanus,pacifirns,A,B,14,86.67,0.189,67
Calanus,simillimus,A,B,3.5,207.2,0.034,15
Calanus,simillimus,A,B,8,207.2,0.005,68
Calanus,simillimus,A,B,8,207.2,0.011,68
Calanus,simillimus,A,B,8,207.2,0.004,68
Calanus,simillimus,A,B,8,207.2,0.02,68
Calanus,simillimus,A,B,8,207.2,0.044,68
Calanus,simillimus,A,B,8,207.2,0.023,68
Calanus,simillimus,A,B,8,207.2,0.024,68
Calanus,simillimus,A,B,8,207.2,0.02,68
Calanus,simillimus,A,B,13.5,92.46,0,69
,,,,,,,
Calanus,tenuicornis,A,B,17,33.83,0.084,2
,,,,,,,
Calanus,spp.,A,B,10.5,88.5,0.012,69
Calanus,spp.,A,B,15.5,92.46,0.002,69
Calanus,spp.,A,B,25,55.34,0.016,69
Calanus,spp.,A,B,22.5,27.32,0.001,69
Calanus,spp.,A,B,21.5,160.71,0,69
,,,,,,,
Nannocalanus,minor,A,B,17,14,0.321,66
,,,,,,,
Neocalanus,tonsus,A,B,17,219,0.016,66
,,,,,,,
Undinula,vulgaris,A,B,26.25,67.7,0.03,21
Undinula,vulgaris,A,B,26.25,67.7,0.039,21
Undinula,vulgaris,A,B,26.25,67.7,0.021,21
Undinula,vulgaris,A,B,26.25,67.7,0.01,21
Undinula,vulgaris,A,B,26.25,67.7,0.008,21
"Undinula,""vu/gari.,·"",A,B,26.25,67.7,0.012,21"
Undinula,vulgaris,A,B,26.25,67.7,0.028,21
Undinula,vulgaris,A,B,26.25,67.7,0,21
Undinula,vulgaris,A,B,26.25,67.7,0.013,21
Undinula,vulgaris,A,B,26.25,67.7,0.038,21
Undinula,vulgaris,A,B,26.25,67.7,0.051,21
Undinula,vulgaris,A,B,26.25,67.7,0.019,21
Undinula,vulgaris,A,B,26.25,67.7,0.011,21
Undinula,vulgaris,A,B,26.25,67.7,0.034,21
Undinula,vulgaris,A,B,26.25,67.7,0.008,21
Undinula,vulgaris,A,B,26.25,67.7,0.01,21
Undinula,vulgaris,C,B,26,1.643,0.49,22
Undinula,vulgaris,C,B,26,3.834,0.28,22
Undinula,vulgaris,C,B,26,6.999,0.17,22
Undinula,vulgaris,C,B,26,12.573,0.26,22
Undinula,vulgaris,C,B,26,23.514,0.19,22
Undinula,vulgaris,C,B,26,29.394,0.3,22
,,,,,,,
Candaciidae:,,,,,,,
,,,,,,,
Candacia,spp.,A,B,28,49.95,0.002,69
,,,,,,,
Centropagidae:,,,,,,,
,,,,,,,
Centropages,abdominalis,A,B,10,33.07,0.2475,67
Centropages,abdominalis,A,B,10,26.53,0.3085,67
Centropages,abdominalis,A,B,10,40.59,0.1927,67
Centropages,abdominalis,A,B,10,40.59,0.1927,67
Centropages,abdominalis,A,B,10,36.7,0.2044,67
Centropages,abdominalis,A,B,10,33.07,0.2268,67
Centropages,abdominalis,A,B,10,33.07,0.2268,67
Centropages,abdominalis,A,B,10,33.07,0.2268,67
Centropages,abdominalis,A,B,10,33.07,0.2268,67
Centropages,abdominalis,A,B,10,40.59,0.1001,67
Centropages,abdominalis,A,B,10,44.74,0.0908,67
Centropages,abdominalis,A,B,10,40.59,0.1001,67
Centropages,abdominalis,A,B,10,40.59,0.1001,67
Centropages,abdominalis,A,B,10,40.59,0.1001,67
Centropages,abdominalis,A,B,10,44.74,0.1001,67
Centropages,abdominalis,A,B,10,44.74,0.1001,67
Centropages,abdominalis,A,B,10,40.59,0.1104,67
Centropages,abdominalis,A,B,10,33.07,0.1355,67
Centropages,abdominalis,A,B,10,29.68,0.1509,67
Centropages,abdominalis,A,B,10,20.92,0.2142,67
Centropages,abdominalis,A,B,10,44.74,0.1001,67
Centropages,abdominalis,A,B,10,33.07,0.1355,67
Centropages,abdominalis,A,B,10,29.68,0.1509,67
Centropages,abdominalis,A,B,10,33.07,0.1355,67
Centropages,abdominalis,A,B,10,36.7,0.1221,67
Centropages,abdominalis,A,B,10,44.74,0.1001,67
Centropages,abdominalis,A,B,10,33.07,0.1355,67
Centropages,abdominalis,A,B,10,36.7,0.1221,67
Centropages,abdominalis,A,B,10,40.59,0.1104,67
Centropages,abdominalis,A,B,10,33.07,0.1181,67
Centropages,abdominalis,A,B,10,33.07,0.0843,67
Centropages,abdominalis,A,B,10,40.59,0.1167,67
Centropages,abdominalis,A,B,10,33.07,0.3539,67
Centropages,abdominalis,A,B,10,26.53,0.2278,67
Centropages,abdominalis,A,B,10,23.62,0.2909,67
Centropages,abdominalis,A,B,10,36.7,0.1465,67
Centropages,abdominalis,A,B,10,23.62,0.1597,67
Centropages,abdominalis,A,B,10,29.68,0.2588,67
Centropages,abdominalis,A,B,10,36.7,0.1275,67
Centropages,abdominalis,A,B,10,36.7,0.1557,67
Centropages,abdominalis,A,B,10,26.53,0.2243,67
Centropages,abdominalis,A,B,10,40.59,0.2986,67
Centropages,abdominalis,A,B,10,40.59,0.1317,67
Centropages,abdominalis,A,B,10,40.59,0.1628,67
Centropages,abdominalis,A,B,10,36.7,0.1074,67
Centropages,abdominalis,A,B,10,36.7,0.3992,67
Centropages,abdominalis,A,B,10,40.59,0.3007,67
Centropages,abdominalis,A,B,10,36.7,0.174,67
Centropages,abdominalis,A,B,10,23.62,0,67
Centropages,abdominalis,A,B,10,40.59,0.3021,67
Centropages,abdominalis,A,B,10,40.59,0,67
Centropages,abdominalis,A,B,10,36.7,0.0889,67
Centropages,abdominalis,A,B,10,40.59,0.0902,67
Centropages,abdominalis,A,B,10,40.59,0.2454,67
Centropages,abdominalis,A,B,10,40.59,0.2385,67
Centropages,abdominalis,A,B,10,44.74,0.1317,67
Centropages,abdominalis,A,B,10,33.07,0.2964,67
Centropages,abdominalis,A,B,10,40.59,0.0833,67
Centropages,abdominalis,A,B,10,44.74,0.0755,67
Centropages,abdominalis,A,B,10,44.74,0.1202,67
Centropages,abdominalis,A,B,10,29.68,0.1811,67
Centropages,abdominalis,A,B,10,44.74,0.2826,67
Centropages,abdominalis,A,B,10,29.68,0.4259,67
Centropages,abdominalis,A,B,10,44.74,0.0775,67
Centropages,abdominalis,A,B,10,44.74,0.0775,67
Centropages,abdominalis,A,B,10,40.59,0.0855,67
Centropages,abdominalis,A,B,10,26.53,0.2366,67
Centropages,abdominalis,A,B,10,29.68,0.2115,67
Centropages,abdominalis,A,B,10,29.68,0.2115,67
Centropages,abdominalis,A,B,10,44.74,0.1403,67
Centropages,abdominalis,A,B,10,40.59,0.0498,67
Centropages,abdominalis,A,B,10,44.74,0.0451,67
Centropages,abdominalis,A,B,10,49.16,0.0411,67
Centropages,abdominalis,A,B,10,33.07,0.2487,67
Centropages,abdominalis,A,B,10,44.74,0.1838,67
Centropages,abdominalis,A,B,10,44.74,0.1838,67
Centropages,abdominalis,A,B,10,49.16,0.0387,67
Centropages,abdominalis,A,B,10,49.16,0.0387,67
Centropages,abdominalis,A,B,10,49.16,0.0387,67
Centropages,abdominalis,A,B,10,40.59,0.0654,67
Centropages,abdominalis,A,B,10,33.07,0.0803,67
Centropages,abdominalis,A,B,10,49.16,0.054,67
Centropages,abdominalis,A,B,10,58.86,0.0811,67
Centropages,abdominalis,A,B,10,29.68,0.1609,67
Centropages,abdominalis,A,B,10,23.62,0.2022,67
Centropages,abdominalis,A,B,10,40.59,0.1176,67
Centropages,abdominalis,A,B,10,53.87,0.0966,67
Centropages,abdominalis,A,B,10,44.74,0.0523,67
Centropages,abdominalis,A,B,10,40.59,0.0576,67
Centropages,abdominalis,A,B,10,49.16,0.1255,67
Centropages,abdominalis,A,B,10,44.74,0.1379,67
Centropages,abdominalis,A,B,10,40.59,0.152,67
Centropages,abdominalis,A,B,10,40.59,0.1811,67
Centropages,abdominalis,A,B,10,64.15,0.1146,67
Centropages,abdominalis,A,B,10,40.59,0.1122,67
Centropages,abdominalis,A,B,10,44.74,0.1018,67
Centropages,abdominalis,A,B,10,53.87,0.0845,67
Centropages,abdominalis,A,B,10,44.74,0,67
Centropages,abdominalis,A,B,10,40.59,0,67
Centropages,abdominalis,A,B,10,44.74,0,67
Centropages,abdominalis,A,B,10,44.74,0.1007,67
Centropages,abdominalis,A,B,10,44.74,0.1007,67
Centropages,abdominalis,A,B,10,49.16,0.0916,67
